,State,County,Heart Disease Mortality Rate,Value Unit,Location ID
43957,SC,Chesterfield County,458.8,"per 100,000 population",45025
43958,SC,Clarendon County,346.4,"per 100,000 population",45027
43959,SC,Colleton County,464.4,"per 100,000 population",45029
43960,SC,Darlington County,519.1,"per 100,000 population",45031
43961,SC,Dillon County,450.8,"per 100,000 population",45033
43962,SC,Dorchester County,297.8,"per 100,000 population",45035
43963,SC,Edgefield County,338.3,"per 100,000 population",45037
43964,SC,Fairfield County,398.3,"per 100,000 population",45039
43965,SC,Florence County,390.7,"per 100,000 population",45041
43966,SC,Georgetown County,357.8,"per 100,000 population",45043
43967,SC,Greenville County,300.7,"per 100,000 population",45045
43968,SC,Greenwood County,332.8,"per 100,000 population",45047
43969,SC,Hampton County,375.8,"per 100,000 population",45049
43970,SC,Horry County,341.2,"per 100,000 population",45051
43971,SC,Jasper County,285.9,"per 100,000 population",45053
43972,SC,Kershaw County,308.0,"per 100,000 population",45055
43973,SC,Lancaster County,319.4,"per 100,000 population",45057
43974,SC,Laurens County,347.3,"per 100,000 population",45059
43975,SC,Lee County,520.9,"per 100,000 population",45061
43976,SC,Lexington County,311.3,"per 100,000 population",45063
43977,SC,McCormick County,273.0,"per 100,000 population",45065
43978,SC,Marion County,467.8,"per 100,000 population",45067
43979,SC,Marlboro County,580.0,"per 100,000 population",45069
43980,SC,Newberry County,334.7,"per 100,000 population",45071
43981,SC,Oconee County,340.8,"per 100,000 population",45073
43982,SC,Orangeburg County,309.5,"per 100,000 population",45075
43983,SC,Pickens County,388.3,"per 100,000 population",45077
43984,SC,Richland County,343.3,"per 100,000 population",45079
43985,SC,Saluda County,318.4,"per 100,000 population",45081
43986,SC,Spartanburg County,351.8,"per 100,000 population",45083
43987,SC,Sumter County,328.5,"per 100,000 population",45085
43988,SC,Union County,460.6,"per 100,000 population",45087
43989,SC,Williamsburg County,336.0,"per 100,000 population",45089
43990,SC,York County,291.1,"per 100,000 population",45091
44784,SD,Aurora County,317.5,"per 100,000 population",46003
44785,SD,Beadle County,289.2,"per 100,000 population",46005
44786,SD,Bennett County,436.2,"per 100,000 population",46007
44787,SD,Bon Homme County,290.8,"per 100,000 population",46009
44788,SD,Brookings County,290.7,"per 100,000 population",46011
44789,SD,Brown County,281.1,"per 100,000 population",46013
44790,SD,Brule County,356.1,"per 100,000 population",46015
44791,SD,Buffalo County,354.6,"per 100,000 population",46017
44792,SD,Butte County,289.7,"per 100,000 population",46019
44793,SD,Campbell County,260.7,"per 100,000 population",46021
44794,SD,Charles Mix County,338.7,"per 100,000 population",46023
44795,SD,Clark County,273.0,"per 100,000 population",46025
44796,SD,Clay County,344.6,"per 100,000 population",46027
44797,SD,Codington County,281.2,"per 100,000 population",46029
44798,SD,Corson County,541.0,"per 100,000 population",46031
44799,SD,Custer County,265.1,"per 100,000 population",46033
44800,SD,Davison County,291.7,"per 100,000 population",46035
44801,SD,Day County,291.7,"per 100,000 population",46037
44802,SD,Deuel County,276.1,"per 100,000 population",46039
44803,SD,Dewey County,276.5,"per 100,000 population",46041
44804,SD,Douglas County,301.3,"per 100,000 population",46043
44805,SD,Edmunds County,280.4,"per 100,000 population",46045
44806,SD,Fall River County,407.7,"per 100,000 population",46047
44807,SD,Faulk County,283.9,"per 100,000 population",46049
44808,SD,Grant County,297.3,"per 100,000 population",46051
44809,SD,Gregory County,344.9,"per 100,000 population",46053
44810,SD,Haakon County,294.0,"per 100,000 population",46055
44811,SD,Hamlin County,272.5,"per 100,000 population",46057
44812,SD,Hand County,286.4,"per 100,000 population",46059
44813,SD,Hanson County,312.8,"per 100,000 population",46061
44814,SD,Harding County,318.5,"per 100,000 population",46063
44815,SD,Hughes County,265.7,"per 100,000 population",46065
44816,SD,Hutchinson County,301.8,"per 100,000 population",46067
44817,SD,Hyde County,291.5,"per 100,000 population",46069
44818,SD,Jackson County,401.6,"per 100,000 population",46071
44819,SD,Jerauld County,314.2,"per 100,000 population",46073
44820,SD,Jones County,286.2,"per 100,000 population",46075
44821,SD,Kingsbury County,274.8,"per 100,000 population",46077
44822,SD,Lake County,314.7,"per 100,000 population",46079
44823,SD,Lawrence County,282.4,"per 100,000 population",46081
44824,SD,Lincoln County,230.3,"per 100,000 population",46083
44825,SD,Lyman County,315.4,"per 100,000 population",46085
44826,SD,McCook County,320.3,"per 100,000 population",46087
44827,SD,McPherson County,277.6,"per 100,000 population",46089
44828,SD,Marshall County,282.3,"per 100,000 population",46091
44829,SD,Meade County,288.2,"per 100,000 population",46093
44830,SD,Mellette County,401.2,"per 100,000 population",46095
44831,SD,Miner County,295.1,"per 100,000 population",46097
44832,SD,Minnehaha County,315.5,"per 100,000 population",46099
44833,SD,Moody County,312.0,"per 100,000 population",46101
44834,SD,Oglala Lakota County,109.1,"per 100,000 population",46102
44835,SD,Pennington County,303.6,"per 100,000 population",46103
44836,SD,Perkins County,330.7,"per 100,000 population",46105
44837,SD,Potter County,259.0,"per 100,000 population",46107
44838,SD,Roberts County,304.4,"per 100,000 population",46109
44839,SD,Sanborn County,287.9,"per 100,000 population",46111
44840,SD,Spink County,273.8,"per 100,000 population",46115
44841,SD,Stanley County,255.8,"per 100,000 population",46117
44842,SD,Sully County,260.8,"per 100,000 population",46119
44843,SD,Todd County,437.3,"per 100,000 population",46121
44844,SD,Tripp County,338.5,"per 100,000 population",46123
44845,SD,Turner County,331.5,"per 100,000 population",46125
44846,SD,Union County,224.0,"per 100,000 population",46127
44847,SD,Walworth County,272.6,"per 100,000 population",46129
44848,SD,Yankton County,292.6,"per 100,000 population",46135
44849,SD,Ziebach County,280.9,"per 100,000 population",46137
45941,TN,Bedford County,474.9,"per 100,000 population",47003
45992,TN,Anderson County,373.9,"per 100,000 population",47001
45993,TN,Benton County,523.5,"per 100,000 population",47005
45994,TN,Bledsoe County,377.6,"per 100,000 population",47007
45995,TN,Blount County,273.4,"per 100,000 population",47009
45996,TN,Bradley County,445.1,"per 100,000 population",47011
45997,TN,Campbell County,514.4,"per 100,000 population",47013
45998,TN,Cannon County,390.4,"per 100,000 population",47015
45999,TN,Carroll County,601.8,"per 100,000 population",47017
46000,TN,Carter County,389.0,"per 100,000 population",47019
46001,TN,Cheatham County,405.2,"per 100,000 population",47021
46002,TN,Chester County,456.0,"per 100,000 population",47023
46003,TN,Claiborne County,517.3,"per 100,000 population",47025
46004,TN,Clay County,448.9,"per 100,000 population",47027
46005,TN,Cocke County,699.0,"per 100,000 population",47029
46006,TN,Coffee County,524.8,"per 100,000 population",47031
46007,TN,Crockett County,616.4,"per 100,000 population",47033
46008,TN,Cumberland County,319.9,"per 100,000 population",47035
46009,TN,Davidson County,356.9,"per 100,000 population",47037
46010,TN,Decatur County,505.4,"per 100,000 population",47039
46011,TN,DeKalb County,461.4,"per 100,000 population",47041
46012,TN,Dickson County,486.3,"per 100,000 population",47043
46013,TN,Dyer County,617.8,"per 100,000 population",47045
46014,TN,Fayette County,396.1,"per 100,000 population",47047
46015,TN,Fentress County,412.4,"per 100,000 population",47049
46016,TN,Franklin County,445.6,"per 100,000 population",47051
46017,TN,Gibson County,543.0,"per 100,000 population",47053
46018,TN,Giles County,442.1,"per 100,000 population",47055
46019,TN,Grainger County,377.4,"per 100,000 population",47057
46020,TN,Greene County,434.2,"per 100,000 population",47059
46021,TN,Grundy County,508.3,"per 100,000 population",47061
46022,TN,Hamblen County,370.4,"per 100,000 population",47063
46023,TN,Hamilton County,346.1,"per 100,000 population",47065
46024,TN,Hancock County,443.5,"per 100,000 population",47067
46025,TN,Hardeman County,487.7,"per 100,000 population",47069
46026,TN,Hardin County,581.9,"per 100,000 population",47071
46027,TN,Hawkins County,410.6,"per 100,000 population",47073
46028,TN,Haywood County,497.3,"per 100,000 population",47075
46029,TN,Henderson County,446.4,"per 100,000 population",47077
46030,TN,Henry County,512.4,"per 100,000 population",47079
46031,TN,Hickman County,371.3,"per 100,000 population",47081
46032,TN,Houston County,516.5,"per 100,000 population",47083
46033,TN,Humphreys County,552.3,"per 100,000 population",47085
46034,TN,Jackson County,420.2,"per 100,000 population",47087
46035,TN,Jefferson County,395.8,"per 100,000 population",47089
46036,TN,Johnson County,376.8,"per 100,000 population",47091
46037,TN,Knox County,332.7,"per 100,000 population",47093
46038,TN,Lake County,526.7,"per 100,000 population",47095
46039,TN,Lauderdale County,560.3,"per 100,000 population",47097
46040,TN,Lawrence County,436.4,"per 100,000 population",47099
46041,TN,Lewis County,449.4,"per 100,000 population",47101
46042,TN,Lincoln County,518.4,"per 100,000 population",47103
46043,TN,Loudon County,280.4,"per 100,000 population",47105
46044,TN,McMinn County,411.7,"per 100,000 population",47107
46045,TN,McNairy County,559.7,"per 100,000 population",47109
46046,TN,Macon County,439.3,"per 100,000 population",47111
46047,TN,Madison County,406.6,"per 100,000 population",47113
46048,TN,Marion County,485.5,"per 100,000 population",47115
46049,TN,Marshall County,458.6,"per 100,000 population",47117
46050,TN,Maury County,325.2,"per 100,000 population",47119
46051,TN,Meigs County,446.7,"per 100,000 population",47121
46052,TN,Monroe County,345.1,"per 100,000 population",47123
46053,TN,Montgomery County,369.7,"per 100,000 population",47125
46054,TN,Moore County,457.0,"per 100,000 population",47127
46055,TN,Morgan County,392.6,"per 100,000 population",47129
46056,TN,Obion County,446.6,"per 100,000 population",47131
46057,TN,Overton County,416.4,"per 100,000 population",47133
46058,TN,Perry County,538.6,"per 100,000 population",47135
46059,TN,Pickett County,431.2,"per 100,000 population",47137
46060,TN,Polk County,427.1,"per 100,000 population",47139
46061,TN,Putnam County,410.2,"per 100,000 population",47141
46062,TN,Rhea County,489.1,"per 100,000 population",47143
46063,TN,Roane County,402.4,"per 100,000 population",47145
46064,TN,Robertson County,415.7,"per 100,000 population",47147
46065,TN,Rutherford County,331.1,"per 100,000 population",47149
46066,TN,Scott County,410.4,"per 100,000 population",47151
46067,TN,Sequatchie County,363.2,"per 100,000 population",47153
46068,TN,Sevier County,373.6,"per 100,000 population",47155
46069,TN,Shelby County,372.6,"per 100,000 population",47157
46070,TN,Smith County,406.8,"per 100,000 population",47159
46071,TN,Stewart County,428.0,"per 100,000 population",47161
46072,TN,Sullivan County,401.6,"per 100,000 population",47163
46073,TN,Sumner County,332.7,"per 100,000 population",47165
46074,TN,Tipton County,436.0,"per 100,000 population",47167
46075,TN,Trousdale County,387.6,"per 100,000 population",47169
46076,TN,Unicoi County,401.7,"per 100,000 population",47171
46077,TN,Union County,396.0,"per 100,000 population",47173
46078,TN,Van Buren County,394.7,"per 100,000 population",47175
46079,TN,Warren County,441.9,"per 100,000 population",47177
46080,TN,Washington County,374.0,"per 100,000 population",47179
46081,TN,Wayne County,483.2,"per 100,000 population",47181
46082,TN,Weakley County,360.3,"per 100,000 population",47183
46083,TN,White County,399.3,"per 100,000 population",47185
46084,TN,Williamson County,269.7,"per 100,000 population",47187
46085,TN,Wilson County,305.9,"per 100,000 population",47189
47719,TX,Anderson County,547.8,"per 100,000 population",48001
47720,TX,Andrews County,420.1,"per 100,000 population",48003
47721,TX,Angelina County,377.0,"per 100,000 population",48005
47722,TX,Aransas County,347.1,"per 100,000 population",48007
47723,TX,Archer County,355.9,"per 100,000 population",48009
47724,TX,Armstrong County,410.6,"per 100,000 population",48011
47725,TX,Atascosa County,354.7,"per 100,000 population",48013
47726,TX,Austin County,352.4,"per 100,000 population",48015
47727,TX,Bailey County,366.6,"per 100,000 population",48017
47728,TX,Bandera County,311.7,"per 100,000 population",48019
47729,TX,Bastrop County,334.5,"per 100,000 population",48021
47730,TX,Baylor County,374.2,"per 100,000 population",48023
47731,TX,Bee County,411.6,"per 100,000 population",48025
47732,TX,Bell County,306.2,"per 100,000 population",48027
47733,TX,Bexar County,331.7,"per 100,000 population",48029
47734,TX,Blanco County,271.8,"per 100,000 population",48031
47735,TX,Borden County,363.7,"per 100,000 population",48033
47736,TX,Bosque County,392.7,"per 100,000 population",48035
47737,TX,Bowie County,496.5,"per 100,000 population",48037
47738,TX,Brazoria County,327.5,"per 100,000 population",48039
47739,TX,Brazos County,302.9,"per 100,000 population",48041
47740,TX,Brewster County,238.4,"per 100,000 population",48043
47741,TX,Briscoe County,318.1,"per 100,000 population",48045
47742,TX,Brooks County,378.2,"per 100,000 population",48047
47743,TX,Brown County,385.0,"per 100,000 population",48049
47744,TX,Burleson County,624.2,"per 100,000 population",48051
47745,TX,Burnet County,265.4,"per 100,000 population",48053
47746,TX,Caldwell County,355.6,"per 100,000 population",48055
47747,TX,Calhoun County,355.8,"per 100,000 population",48057
47748,TX,Callahan County,405.0,"per 100,000 population",48059
47749,TX,Cameron County,284.9,"per 100,000 population",48061
47750,TX,Camp County,432.5,"per 100,000 population",48063
47751,TX,Carson County,421.4,"per 100,000 population",48065
47752,TX,Cass County,460.9,"per 100,000 population",48067
47753,TX,Castro County,376.3,"per 100,000 population",48069
47754,TX,Chambers County,402.3,"per 100,000 population",48071
47755,TX,Cherokee County,478.0,"per 100,000 population",48073
47756,TX,Childress County,411.9,"per 100,000 population",48075
47757,TX,Clay County,344.0,"per 100,000 population",48077
47758,TX,Cochran County,389.8,"per 100,000 population",48079
47759,TX,Coke County,341.2,"per 100,000 population",48081
47760,TX,Coleman County,405.7,"per 100,000 population",48083
47761,TX,Collin County,237.2,"per 100,000 population",48085
47762,TX,Collingsworth County,438.4,"per 100,000 population",48087
47763,TX,Colorado County,401.1,"per 100,000 population",48089
47764,TX,Comal County,313.7,"per 100,000 population",48091
47765,TX,Comanche County,407.0,"per 100,000 population",48093
47766,TX,Concho County,338.8,"per 100,000 population",48095
47767,TX,Cooke County,320.1,"per 100,000 population",48097
47768,TX,Coryell County,364.3,"per 100,000 population",48099
47769,TX,Cottle County,361.3,"per 100,000 population",48101
47770,TX,Crane County,361.6,"per 100,000 population",48103
47771,TX,Crockett County,473.2,"per 100,000 population",48105
47772,TX,Crosby County,401.7,"per 100,000 population",48107
47773,TX,Culberson County,322.8,"per 100,000 population",48109
47774,TX,Dallam County,359.8,"per 100,000 population",48111
47775,TX,Dallas County,319.2,"per 100,000 population",48113
47776,TX,Dawson County,335.9,"per 100,000 population",48115
47777,TX,Deaf Smith County,367.4,"per 100,000 population",48117
47778,TX,Delta County,472.6,"per 100,000 population",48119
47779,TX,Denton County,236.7,"per 100,000 population",48121
47780,TX,DeWitt County,355.9,"per 100,000 population",48123
47781,TX,Dickens County,344.1,"per 100,000 population",48125
47782,TX,Dimmit County,308.3,"per 100,000 population",48127
47783,TX,Donley County,442.3,"per 100,000 population",48129
47784,TX,Duval County,378.2,"per 100,000 population",48131
47785,TX,Eastland County,392.2,"per 100,000 population",48133
47786,TX,Ector County,412.7,"per 100,000 population",48135
47787,TX,Edwards County,326.9,"per 100,000 population",48137
47788,TX,Ellis County,338.9,"per 100,000 population",48139
47789,TX,El Paso County,276.9,"per 100,000 population",48141
47790,TX,Erath County,387.5,"per 100,000 population",48143
47791,TX,Falls County,369.2,"per 100,000 population",48145
47792,TX,Fannin County,511.0,"per 100,000 population",48147
47793,TX,Fayette County,364.0,"per 100,000 population",48149
47794,TX,Fisher County,390.0,"per 100,000 population",48151
47795,TX,Floyd County,384.3,"per 100,000 population",48153
47796,TX,Foard County,367.6,"per 100,000 population",48155
47797,TX,Fort Bend County,239.1,"per 100,000 population",48157
47798,TX,Franklin County,440.1,"per 100,000 population",48159
47799,TX,Freestone County,392.1,"per 100,000 population",48161
47800,TX,Frio County,392.6,"per 100,000 population",48163
47801,TX,Gaines County,387.8,"per 100,000 population",48165
47802,TX,Galveston County,330.0,"per 100,000 population",48167
47803,TX,Garza County,383.7,"per 100,000 population",48169
47804,TX,Gillespie County,288.3,"per 100,000 population",48171
47805,TX,Glasscock County,356.6,"per 100,000 population",48173
47806,TX,Goliad County,370.2,"per 100,000 population",48175
47807,TX,Gonzales County,335.4,"per 100,000 population",48177
47808,TX,Gray County,452.0,"per 100,000 population",48179
47809,TX,Grayson County,352.6,"per 100,000 population",48181
47810,TX,Gregg County,429.5,"per 100,000 population",48183
47811,TX,Grimes County,365.4,"per 100,000 population",48185
47812,TX,Guadalupe County,315.8,"per 100,000 population",48187
47813,TX,Hale County,400.5,"per 100,000 population",48189
47814,TX,Hall County,385.4,"per 100,000 population",48191
47815,TX,Hamilton County,358.7,"per 100,000 population",48193
47816,TX,Hansford County,403.0,"per 100,000 population",48195
47817,TX,Hardeman County,389.9,"per 100,000 population",48197
47818,TX,Hardin County,456.4,"per 100,000 population",48199
47819,TX,Harris County,310.5,"per 100,000 population",48201
47820,TX,Harrison County,394.2,"per 100,000 population",48203
47821,TX,Hartley County,375.7,"per 100,000 population",48205
47822,TX,Haskell County,388.8,"per 100,000 population",48207
47823,TX,Hays County,261.1,"per 100,000 population",48209
47824,TX,Hemphill County,442.0,"per 100,000 population",48211
47825,TX,Henderson County,505.6,"per 100,000 population",48213
47826,TX,Hidalgo County,278.7,"per 100,000 population",48215
47827,TX,Hill County,372.6,"per 100,000 population",48217
47828,TX,Hockley County,360.2,"per 100,000 population",48219
47829,TX,Hood County,309.0,"per 100,000 population",48221
47830,TX,Hopkins County,445.5,"per 100,000 population",48223
47831,TX,Houston County,439.4,"per 100,000 population",48225
47832,TX,Howard County,623.1,"per 100,000 population",48227
47833,TX,Hudspeth County,280.1,"per 100,000 population",48229
47834,TX,Hunt County,439.3,"per 100,000 population",48231
47835,TX,Hutchinson County,557.7,"per 100,000 population",48233
47836,TX,Irion County,341.3,"per 100,000 population",48235
47837,TX,Jack County,416.0,"per 100,000 population",48237
47838,TX,Jackson County,418.7,"per 100,000 population",48239
47839,TX,Jasper County,458.6,"per 100,000 population",48241
47840,TX,Jeff Davis County,234.3,"per 100,000 population",48243
47841,TX,Jefferson County,462.4,"per 100,000 population",48245
47842,TX,Jim Hogg County,300.9,"per 100,000 population",48247
47843,TX,Jim Wells County,504.8,"per 100,000 population",48249
47844,TX,Johnson County,386.5,"per 100,000 population",48251
47845,TX,Jones County,410.5,"per 100,000 population",48253
47846,TX,Karnes County,421.8,"per 100,000 population",48255
47847,TX,Kaufman County,429.6,"per 100,000 population",48257
47848,TX,Kendall County,320.7,"per 100,000 population",48259
47849,TX,Kenedy County,301.1,"per 100,000 population",48261
47850,TX,Kent County,338.8,"per 100,000 population",48263
47851,TX,Kerr County,290.9,"per 100,000 population",48265
47852,TX,Kimble County,336.3,"per 100,000 population",48267
47853,TX,King County,356.2,"per 100,000 population",48269
47854,TX,Kinney County,319.4,"per 100,000 population",48271
47855,TX,Kleberg County,480.4,"per 100,000 population",48273
47856,TX,Knox County,380.3,"per 100,000 population",48275
47857,TX,Lamar County,482.0,"per 100,000 population",48277
47858,TX,Lamb County,389.9,"per 100,000 population",48279
47859,TX,Lampasas County,287.2,"per 100,000 population",48281
47860,TX,La Salle County,346.6,"per 100,000 population",48283
47861,TX,Lavaca County,362.3,"per 100,000 population",48285
47862,TX,Lee County,324.4,"per 100,000 population",48287
47863,TX,Leon County,330.8,"per 100,000 population",48289
47864,TX,Liberty County,518.6,"per 100,000 population",48291
47865,TX,Limestone County,394.2,"per 100,000 population",48293
47866,TX,Lipscomb County,465.9,"per 100,000 population",48295
47867,TX,Live Oak County,336.2,"per 100,000 population",48297
47868,TX,Llano County,278.3,"per 100,000 population",48299
47869,TX,Loving County,425.6,"per 100,000 population",48301
47870,TX,Lubbock County,395.0,"per 100,000 population",48303
47871,TX,Lynn County,384.6,"per 100,000 population",48305
47872,TX,McCulloch County,375.3,"per 100,000 population",48307
47873,TX,McLennan County,342.4,"per 100,000 population",48309
47874,TX,McMullen County,305.8,"per 100,000 population",48311
47875,TX,Madison County,386.9,"per 100,000 population",48313
47876,TX,Marion County,423.6,"per 100,000 population",48315
47877,TX,Martin County,381.6,"per 100,000 population",48317
47878,TX,Mason County,284.4,"per 100,000 population",48319
47879,TX,Matagorda County,403.9,"per 100,000 population",48321
47880,TX,Maverick County,317.9,"per 100,000 population",48323
47881,TX,Medina County,353.9,"per 100,000 population",48325
47882,TX,Menard County,342.1,"per 100,000 population",48327
47883,TX,Midland County,347.8,"per 100,000 population",48329
47884,TX,Milam County,345.3,"per 100,000 population",48331
47885,TX,Mills County,331.6,"per 100,000 population",48333
47886,TX,Mitchell County,390.8,"per 100,000 population",48335
47887,TX,Montague County,404.6,"per 100,000 population",48337
47888,TX,Montgomery County,322.4,"per 100,000 population",48339
47889,TX,Moore County,410.7,"per 100,000 population",48341
47890,TX,Morris County,466.1,"per 100,000 population",48343
47891,TX,Motley County,301.5,"per 100,000 population",48345
47892,TX,Nacogdoches County,339.3,"per 100,000 population",48347
47893,TX,Navarro County,405.1,"per 100,000 population",48349
47894,TX,Newton County,547.8,"per 100,000 population",48351
47895,TX,Nolan County,402.9,"per 100,000 population",48353
47896,TX,Nueces County,306.8,"per 100,000 population",48355
47897,TX,Ochiltree County,550.7,"per 100,000 population",48357
47898,TX,Oldham County,357.9,"per 100,000 population",48359
47899,TX,Orange County,540.1,"per 100,000 population",48361
47900,TX,Palo Pinto County,452.9,"per 100,000 population",48363
47901,TX,Panola County,370.0,"per 100,000 population",48365
47902,TX,Parker County,313.9,"per 100,000 population",48367
47903,TX,Parmer County,373.2,"per 100,000 population",48369
47904,TX,Pecos County,296.4,"per 100,000 population",48371
47905,TX,Polk County,501.7,"per 100,000 population",48373
47906,TX,Potter County,484.1,"per 100,000 population",48375
47907,TX,Presidio County,214.5,"per 100,000 population",48377
47908,TX,Rains County,443.1,"per 100,000 population",48379
47909,TX,Randall County,377.5,"per 100,000 population",48381
47910,TX,Reagan County,360.4,"per 100,000 population",48383
47911,TX,Real County,361.5,"per 100,000 population",48385
47912,TX,Red River County,494.9,"per 100,000 population",48387
47913,TX,Reeves County,391.6,"per 100,000 population",48389
47914,TX,Refugio County,356.2,"per 100,000 population",48391
47915,TX,Roberts County,485.2,"per 100,000 population",48393
47916,TX,Robertson County,461.7,"per 100,000 population",48395
47917,TX,Rockwall County,308.3,"per 100,000 population",48397
47918,TX,Runnels County,377.4,"per 100,000 population",48399
47919,TX,Rusk County,427.7,"per 100,000 population",48401
47920,TX,Sabine County,462.3,"per 100,000 population",48403
47921,TX,San Augustine County,356.0,"per 100,000 population",48405
47922,TX,San Jacinto County,390.5,"per 100,000 population",48407
47923,TX,San Patricio County,338.5,"per 100,000 population",48409
47924,TX,San Saba County,310.5,"per 100,000 population",48411
47925,TX,Schleicher County,326.4,"per 100,000 population",48413
47926,TX,Scurry County,320.4,"per 100,000 population",48415
47927,TX,Shackelford County,385.5,"per 100,000 population",48417
47928,TX,Shelby County,402.3,"per 100,000 population",48419
47929,TX,Sherman County,421.7,"per 100,000 population",48421
47930,TX,Smith County,457.3,"per 100,000 population",48423
47931,TX,Somervell County,316.0,"per 100,000 population",48425
47932,TX,Starr County,301.6,"per 100,000 population",48427
47933,TX,Stephens County,430.4,"per 100,000 population",48429
47934,TX,Sterling County,414.7,"per 100,000 population",48431
47935,TX,Stonewall County,365.8,"per 100,000 population",48433
47936,TX,Sutton County,328.2,"per 100,000 population",48435
47937,TX,Swisher County,377.5,"per 100,000 population",48437
47938,TX,Tarrant County,308.6,"per 100,000 population",48439
47939,TX,Taylor County,410.9,"per 100,000 population",48441
47940,TX,Terrell County,297.6,"per 100,000 population",48443
47941,TX,Terry County,434.7,"per 100,000 population",48445
47942,TX,Throckmorton County,398.4,"per 100,000 population",48447
47943,TX,Titus County,420.4,"per 100,000 population",48449
47944,TX,Tom Green County,335.1,"per 100,000 population",48451
47945,TX,Travis County,224.2,"per 100,000 population",48453
47946,TX,Trinity County,489.1,"per 100,000 population",48455
47947,TX,Tyler County,463.9,"per 100,000 population",48457
47948,TX,Upshur County,446.9,"per 100,000 population",48459
47949,TX,Upton County,395.8,"per 100,000 population",48461
47950,TX,Uvalde County,345.8,"per 100,000 population",48463
47951,TX,Val Verde County,345.8,"per 100,000 population",48465
47952,TX,Van Zandt County,445.5,"per 100,000 population",48467
47953,TX,Victoria County,347.1,"per 100,000 population",48469
47954,TX,Walker County,321.2,"per 100,000 population",48471
47955,TX,Waller County,338.8,"per 100,000 population",48473
47956,TX,Ward County,432.8,"per 100,000 population",48475
47957,TX,Washington County,257.4,"per 100,000 population",48477
47958,TX,Webb County,288.3,"per 100,000 population",48479
47959,TX,Wharton County,407.8,"per 100,000 population",48481
47960,TX,Wheeler County,427.8,"per 100,000 population",48483
47961,TX,Wichita County,361.0,"per 100,000 population",48485
47962,TX,Wilbarger County,369.1,"per 100,000 population",48487
47963,TX,Willacy County,286.1,"per 100,000 population",48489
47964,TX,Williamson County,236.8,"per 100,000 population",48491
47965,TX,Wilson County,321.7,"per 100,000 population",48493
47966,TX,Winkler County,434.7,"per 100,000 population",48495
47967,TX,Wise County,385.9,"per 100,000 population",48497
47968,TX,Wood County,449.4,"per 100,000 population",48499
47969,TX,Yoakum County,395.9,"per 100,000 population",48501
47970,TX,Young County,444.9,"per 100,000 population",48503
47971,TX,Zapata County,292.5,"per 100,000 population",48505
47972,TX,Zavala County,416.6,"per 100,000 population",48507
52331,UT,Beaver County,330.0,"per 100,000 population",49001
52332,UT,Box Elder County,347.8,"per 100,000 population",49003
52333,UT,Cache County,288.6,"per 100,000 population",49005
52334,UT,Carbon County,412.4,"per 100,000 population",49007
52335,UT,Daggett County,275.3,"per 100,000 population",49009
52336,UT,Davis County,302.0,"per 100,000 population",49011
52337,UT,Duchesne County,312.6,"per 100,000 population",49013
52338,UT,Emery County,412.9,"per 100,000 population",49015
52339,UT,Garfield County,316.7,"per 100,000 population",49017
52340,UT,Grand County,264.8,"per 100,000 population",49019
52341,UT,Iron County,252.1,"per 100,000 population",49021
52342,UT,Juab County,300.2,"per 100,000 population",49023
52343,UT,Kane County,300.1,"per 100,000 population",49025
52344,UT,Millard County,252.1,"per 100,000 population",49027
52345,UT,Morgan County,300.0,"per 100,000 population",49029
52346,UT,Piute County,337.0,"per 100,000 population",49031
52347,UT,Rich County,288.1,"per 100,000 population",49033
52348,UT,Salt Lake County,286.0,"per 100,000 population",49035
52349,UT,San Juan County,229.4,"per 100,000 population",49037
52350,UT,Sanpete County,290.2,"per 100,000 population",49039
52351,UT,Sevier County,307.9,"per 100,000 population",49041
52352,UT,Summit County,240.4,"per 100,000 population",49043
52353,UT,Tooele County,297.6,"per 100,000 population",49045
52354,UT,Uintah County,350.7,"per 100,000 population",49047
52355,UT,Utah County,303.6,"per 100,000 population",49049
52356,UT,Wasatch County,295.6,"per 100,000 population",49051
52357,UT,Washington County,210.9,"per 100,000 population",49053
52358,UT,Wayne County,296.7,"per 100,000 population",49055
52359,UT,Weber County,330.5,"per 100,000 population",49057
52868,VA,Accomack County,436.1,"per 100,000 population",51001
52869,VA,Albemarle County,201.2,"per 100,000 population",51003
52870,VA,Alleghany County,381.7,"per 100,000 population",51005
52871,VA,Amelia County,348.4,"per 100,000 population",51007
52872,VA,Amherst County,329.6,"per 100,000 population",51009
52873,VA,Appomattox County,385.5,"per 100,000 population",51011
52874,VA,Arlington County,186.7,"per 100,000 population",51013
52875,VA,Augusta County,275.4,"per 100,000 population",51015
52876,VA,Bath County,311.7,"per 100,000 population",51017
52877,VA,Bedford County County,301.9,"per 100,000 population",51019
52878,VA,Bland County,403.5,"per 100,000 population",51021
52879,VA,Botetourt County,303.4,"per 100,000 population",51023
52880,VA,Brunswick County,452.5,"per 100,000 population",51025
52881,VA,Buchanan County,467.3,"per 100,000 population",51027
52882,VA,Buckingham County,312.7,"per 100,000 population",51029
52883,VA,Campbell County,338.4,"per 100,000 population",51031
52884,VA,Caroline County,313.9,"per 100,000 population",51033
52885,VA,Carroll County,282.3,"per 100,000 population",51035
52886,VA,Charles City County,315.9,"per 100,000 population",51036
52887,VA,Charlotte County,372.6,"per 100,000 population",51037
52888,VA,Chesterfield County,280.0,"per 100,000 population",51041
